-50.1905	-38.6216	-10.6333
-2.2099	16.7813	26.4645
-33.7486	6.1286	39.3557
-10.3116	-81.3424	-7.9693
-20.3763	11.259	-38.4088
-32.0689	-28.8317	-35.5902
-42.4325	-67.2687	4.645
-46.5564	-20.8232	-33.7885
-7.1327	-39.3663	-4.9181
-27.3708	-75.1937	-32.024
-21.1677	39.782	-15.5383
-12.7572	-56.4094	-24.5737
-4.7225	44.2583	-9.0364
-54.8853	-13.9716	-25.3634
-20.9998	-19.0035	-30.8391
-5.4152	-38.1696	38.3216
-46.038	19.4245	11.5589
-37.3578	47.1163	-8.6076
-40.4625	31.1562	6.9121
-8.5464	-71.7307	-21.9423
-43.8091	-25.9097	28.985
-2.2845	-25.6703	25.9127
-39.9271	-17.6018	32.3472
-9.121	-59.6949	9.0735
-0.87882	43.7781	7.3484
-29.9958	46.5698	20.2509
-6.3554	21.8301	38.9364
-24.0149	-65.9911	18.8705
-49.949	-9.0866	-9.0304
-54.7941	-39.5487	17.1521
-7.6633	70.4562	-0.74126
-27.4581	28.0486	-27.1846
-40.1369	-19.3169	1.9134
-39.8861	2.1179	-4.2532
46.9395	-33.635	-6.5405
1.2026	20.4127	23.9487
38.217	6.6905	32.1532
5.1454	-79.4449	-7.2893
20.1603	11.3546	-38.7017
30.8898	-29.8165	-34.3614
40.6222	-59.458	9.3026
43.9861	-19.0165	-33.4043
4.5449	-38.0133	0.95208
25.6225	-76.1207	-27.3892
22.9834	38.1513	-12.3088
8.7401	-55.2625	-22.8154
5.8144	45.5684	-5.4647
54.8039	-10.8345	-24.4688
22.0835	-15.5995	-29.1254
5.8743	-27.5318	41.6112
47.5355	13.2981	8.9312
41.9449	43.4396	-7.0699
44.9724	35.8745	7.0163
7.9363	-69.4297	-17.6748
40.2957	-24.4697	30.78
1.7401	-14.3833	27.5561
38.2542	-11.802	34.9372
9.3103	-52.0962	10.9704
2.3998	37.7499	2.9846
33.3674	44.4199	20.7944
15.3017	24.9763	41.291
21.0635	-65.1597	23.4329
48.3605	-7.8153	-13.7771
50.3882	-33.9278	15.4574
11.4958	72.6342	-1.0835
26.8694	29.6034	-31.6738
40.0771	-15.6599	2.2133
38.5835	3.4888	-5.2692
